processo,job_type,produto,job_id,job_name,qtd_ok,exito,fallo,fallo,fim,time,pol/sec,usuario
JOB,Cancel Policy by Payment Expiration,ScotiabankGAPAutopartesSucursales,492930,Rescind Not Paid - GAPAutopartesSucursales,68,0,130,11/04/2023 7:00,11/04/2023 10:01,10865,0.01,
JOB,Cancel Policy by Payment Expiration,ScotiabankBienesPersonalesAnualIndx,492928,Rescind Not Paid - Bienes Personales,0,0,0,11/04/2023 7:00,11/04/2023 7:00,17,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitud,492929,Rescind Not Paid - Plenitud,0,0,0,11/04/2023 7:00,11/04/2023 7:00,16,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPMH,492927,Rescind Not Paid - PMH,0,0,0,11/04/2023 7:00,11/04/2023 7:00,18,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankValorFactura4_24,492923,Rescind Unpaid - ValorFactura4_24,0,0,0,10/04/2023 7:30,10/04/2023 7:30,5,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaEsencialIndx,492924,Rescind Unpaid - Vida Esencial Indx,0,0,0,10/04/2023 7:30,10/04/2023 7:30,5,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaPlusIndx,492925,Rescind Unpaid - Vida Plus Indx,0,0,0,10/04/2023 7:30,10/04/2023 7:30,6,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaIndx,492926,Rescind Unpaid - Vida Indx,0,0,0,10/04/2023 7:30,10/04/2023 7:30,4,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitud,492918,Rescind Unpaid - Plenitud,0,0,0,10/04/2023 7:30,10/04/2023 7:30,6,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitudGeminis,492919,Rescind Unpaid - Plenitud Geminis,0,0,0,10/04/2023 7:30,10/04/2023 7:30,7,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitudGeminisMH,492920,Rescind Unpaid - Plenitud GeminisMH,0,0,0,10/04/2023 7:30,10/04/2023 7:30,7,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankProteccionFinanciera,492921,Rescind Unpaid - ProteccionFinanciera,0,0,0,10/04/2023 7:30,10/04/2023 7:30,6,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankSalud,492922,Rescind Unpaid - Salud,0,0,0,10/04/2023 7:30,10/04/2023 7:30,38,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankBienesPersonalesAnualIndx,492913,Rescind Unpaid - Bienes Personales,0,0,0,10/04/2023 7:30,10/04/2023 7:30,8,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankCuidadosEsencial,492914,Rescind Unpaid - CuidadosEsencial,0,0,0,10/04/2023 7:30,10/04/2023 7:30,7,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankGAPAutopartesSucursales,492915,Rescind Unpaid - GAPAutopartesSucursales,0,0,0,10/04/2023 7:30,10/04/2023 7:30,8,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankGAPAutopartesTMK,492916,Rescind Unpaid - GAPAutopartesTMK,0,0,0,10/04/2023 7:30,10/04/2023 7:30,7,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPMH,492917,Rescind Unpaid - PMH,0,0,0,10/04/2023 7:30,10/04/2023 7:30,7,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankGAPAutopartesSucursales,492910,Rescind Not Paid - GAPAutopartesSucursales,68,0,130,10/04/2023 7:00,10/04/2023 10:01,10865,0.01,
JOB,Cancel Policy by Payment Expiration,ScotiabankGAPAutopartesTMK,492909,Rescind Not Paid - GAPAutopartesTMK,27,0,27,10/04/2023 7:00,10/04/2023 7:01,77,0.35,
JOB,Cancel Policy by Payment Expiration,ScotiabankBienesPersonalesAnualIndx,492911,Rescind Not Paid - Bienes Personales,0,0,0,10/04/2023 7:00,10/04/2023 7:00,17,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankCuidadosEsencial,492912,Rescind Not Paid - CuidadosEsencial,0,0,0,10/04/2023 7:00,10/04/2023 7:00,18,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankValorFactura4_24,492904,Rescind Not Paid - ValorFactura4_24,0,0,0,10/04/2023 7:00,10/04/2023 7:00,18,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankVidaEsencialIndx,492905,Rescind Not Paid - Vida Esencial Indx,0,0,0,10/04/2023 7:00,10/04/2023 7:00,18,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankVidaIndx,492906,Rescind Not Paid - Vida Indx,0,0,0,10/04/2023 7:00,10/04/2023 7:00,6,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankVidaPlusIndx,492907,Rescind Not Paid - Vida Plus Indx,0,0,0,10/04/2023 7:00,10/04/2023 7:00,18,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitudGeminis,492908,Rescind Not Paid - Plenitud Geminis,0,0,0,10/04/2023 7:00,10/04/2023 7:00,17,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPMH,491950,Rescind Not Paid - PMH,0,0,0,10/04/2023 7:00,10/04/2023 7:00,17,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankProteccionFinanciera,492901,Rescind Not Paid - ProteccionFinanciera,0,0,0,10/04/2023 7:00,10/04/2023 7:00,19,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitud,492902,Rescind Not Paid - Plenitud,0,0,0,10/04/2023 7:00,10/04/2023 7:00,17,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitudGeminisMH,491949,Rescind Not Paid - Plenitud GeminisMH,0,0,0,10/04/2023 7:00,10/04/2023 7:00,19,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaEsencialIndx,491946,Rescind Unpaid - Vida Esencial Indx,0,0,0,07/04/2023 7:30,07/04/2023 7:30,5,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaPlusIndx,491947,Rescind Unpaid - Vida Plus Indx,0,0,0,07/04/2023 7:30,07/04/2023 7:30,6,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaIndx,491948,Rescind Unpaid - Vida Indx,0,0,0,07/04/2023 7:30,07/04/2023 7:30,5,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitud,491940,Rescind Unpaid - Plenitud,0,0,0,07/04/2023 7:30,07/04/2023 7:30,6,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitudGeminis,491941,Rescind Unpaid - Plenitud Geminis,0,0,0,07/04/2023 7:30,07/04/2023 7:30,8,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitudGeminisMH,491942,Rescind Unpaid - Plenitud GeminisMH,0,0,0,07/04/2023 7:30,07/04/2023 7:30,7,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankProteccionFinanciera,491943,Rescind Unpaid - ProteccionFinanciera,0,0,0,07/04/2023 7:30,07/04/2023 7:30,7,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankSalud,491944,Rescind Unpaid - Salud,0,0,0,07/04/2023 7:30,07/04/2023 7:30,39,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankValorFactura4_24,491945,Rescind Unpaid - ValorFactura4_24,0,0,0,07/04/2023 7:30,07/04/2023 7:30,6,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankBienesPersonalesAnualIndx,491935,Rescind Unpaid - Bienes Personales,0,0,0,07/04/2023 7:30,07/04/2023 7:30,8,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankCuidadosEsencial,491936,Rescind Unpaid - CuidadosEsencial,0,0,0,07/04/2023 7:30,07/04/2023 7:30,7,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankGAPAutopartesSucursales,491937,Rescind Unpaid - GAPAutopartesSucursales,0,0,0,07/04/2023 7:30,07/04/2023 7:30,8,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankGAPAutopartesTMK,491938,Rescind Unpaid - GAPAutopartesTMK,0,0,0,07/04/2023 7:30,07/04/2023 7:30,8,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPMH,491939,Rescind Unpaid - PMH,0,0,0,07/04/2023 7:30,07/04/2023 7:30,7,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankGAPAutopartesTMK,491932,Rescind Not Paid - GAPAutopartesTMK,27,0,27,07/04/2023 7:00,07/04/2023 7:00,14,1.93,
JOB,Cancel Policy by Payment Expiration,ScotiabankPMH,491931,Rescind Not Paid - PMH,0,0,0,07/04/2023 7:00,07/04/2023 7:00,8,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankBienesPersonalesAnualIndx,491933,Rescind Not Paid - Bienes Personales,0,0,0,07/04/2023 7:00,07/04/2023 7:00,9,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitudGeminis,491934,Rescind Not Paid - Plenitud Geminis,0,0,0,07/04/2023 7:00,07/04/2023 7:00,9,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitud,491930,Rescind Not Paid - Plenitud,0,0,0,07/04/2023 7:00,07/04/2023 7:00,9,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankProteccionFinanciera,491926,Rescind Not Paid - ProteccionFinanciera,0,0,0,07/04/2023 7:00,07/04/2023 7:00,11,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankValorFactura4_24,491927,Rescind Not Paid - ValorFactura4_24,0,0,0,07/04/2023 7:00,07/04/2023 7:00,10,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankVidaEsencialIndx,491929,Rescind Not Paid - Vida Esencial Indx,0,0,0,07/04/2023 7:00,07/04/2023 7:00,11,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankVidaPlusIndx,491924,Rescind Not Paid - Vida Plus Indx,0,0,0,07/04/2023 7:00,07/04/2023 7:00,12,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankVidaIndx,491925,Rescind Not Paid - Vida Indx,0,0,0,07/04/2023 7:00,07/04/2023 7:00,5,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankCuidadosEsencial,491922,Rescind Not Paid - CuidadosEsencial,0,0,0,07/04/2023 7:00,07/04/2023 7:00,13,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitudGeminisMH,491923,Rescind Not Paid - Plenitud GeminisMH,0,0,0,07/04/2023 7:00,07/04/2023 7:00,12,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankGAPAutopartesSucursales,491921,Rescind Not Paid - GAPAutopartesSucursales,68,0,130,07/04/2023 7:00,07/04/2023 10:00,10846,0.01,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaIndx,491920,Rescind Unpaid - Vida Indx,0,0,0,06/04/2023 7:30,06/04/2023 7:30,3,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaEsencialIndx,491918,Rescind Unpaid - Vida Esencial Indx,0,0,0,06/04/2023 7:30,06/04/2023 7:30,3,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaPlusIndx,491919,Rescind Unpaid - Vida Plus Indx,0,0,0,06/04/2023 7:30,06/04/2023 7:30,3,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitudGeminis,491913,Rescind Unpaid - Plenitud Geminis,0,0,0,06/04/2023 7:30,06/04/2023 7:30,3,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitudGeminisMH,491914,Rescind Unpaid - Plenitud GeminisMH,0,0,0,06/04/2023 7:30,06/04/2023 7:30,3,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankProteccionFinanciera,491915,Rescind Unpaid - ProteccionFinanciera,0,0,0,06/04/2023 7:30,06/04/2023 7:30,4,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankSalud,491916,Rescind Unpaid - Salud,0,0,0,06/04/2023 7:30,06/04/2023 7:30,39,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankValorFactura4_24,491917,Rescind Unpaid - ValorFactura4_24,0,0,0,06/04/2023 7:30,06/04/2023 7:30,4,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankBienesPersonalesAnualIndx,491907,Rescind Unpaid - Bienes Personales,0,0,0,06/04/2023 7:30,06/04/2023 7:30,4,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankCuidadosEsencial,491908,Rescind Unpaid - CuidadosEsencial,0,0,0,06/04/2023 7:30,06/04/2023 7:30,2,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankGAPAutopartesSucursales,491909,Rescind Unpaid - GAPAutopartesSucursales,0,0,0,06/04/2023 7:30,06/04/2023 7:30,4,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankGAPAutopartesTMK,491910,Rescind Unpaid - GAPAutopartesTMK,0,0,0,06/04/2023 7:30,06/04/2023 7:30,4,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPMH,491911,Rescind Unpaid - PMH,0,0,0,06/04/2023 7:30,06/04/2023 7:30,3,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitud,491912,Rescind Unpaid - Plenitud,0,0,0,06/04/2023 7:30,06/04/2023 7:30,3,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPMH,491905,Rescind Not Paid - PMH,0,0,0,06/04/2023 7:00,06/04/2023 7:00,7,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankBienesPersonalesAnualIndx,491906,Rescind Not Paid - Bienes Personales,0,0,0,06/04/2023 7:00,06/04/2023 7:00,9,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankGAPAutopartesSucursales,491903,Rescind Not Paid - GAPAutopartesSucursales,68,0,130,06/04/2023 7:00,06/04/2023 10:00,10839,0.01,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitudGeminis,491902,Rescind Not Paid - Plenitud Geminis,0,0,0,06/04/2023 7:00,06/04/2023 7:00,9,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankProteccionFinanciera,491904,Rescind Not Paid - ProteccionFinanciera,0,0,0,06/04/2023 7:00,06/04/2023 7:00,10,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankValorFactura4_24,490949,Rescind Not Paid - ValorFactura4_24,0,0,0,06/04/2023 7:00,06/04/2023 7:00,13,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankVidaPlusIndx,490950,Rescind Not Paid - Vida Plus Indx,0,0,0,06/04/2023 7:00,06/04/2023 7:00,14,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankVidaIndx,491901,Rescind Not Paid - Vida Indx,0,0,0,06/04/2023 7:00,06/04/2023 7:00,6,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankGAPAutopartesTMK,490946,Rescind Not Paid - GAPAutopartesTMK,27,0,27,06/04/2023 7:00,06/04/2023 7:00,19,1.42,
JOB,Cancel Policy by Payment Expiration,ScotiabankVidaEsencialIndx,490948,Rescind Not Paid - Vida Esencial Indx,0,0,0,06/04/2023 7:00,06/04/2023 7:00,15,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitudGeminisMH,490944,Rescind Not Paid - Plenitud GeminisMH,0,0,0,06/04/2023 7:00,06/04/2023 7:00,15,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankCuidadosEsencial,490945,Rescind Not Paid - CuidadosEsencial,0,0,0,06/04/2023 7:00,06/04/2023 7:00,17,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitud,490943,Rescind Not Paid - Plenitud,0,0,0,06/04/2023 7:00,06/04/2023 7:00,15,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaPlusIndx,490941,Rescind Unpaid - Vida Plus Indx,0,0,0,05/04/2023 7:30,05/04/2023 7:30,4,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaIndx,490942,Rescind Unpaid - Vida Indx,0,0,0,05/04/2023 7:30,05/04/2023 7:30,6,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitudGeminisMH,490936,Rescind Unpaid - Plenitud GeminisMH,0,0,0,05/04/2023 7:30,05/04/2023 7:30,8,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankProteccionFinanciera,490937,Rescind Unpaid - ProteccionFinanciera,0,0,0,05/04/2023 7:30,05/04/2023 7:30,6,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankSalud,490938,Rescind Unpaid - Salud,0,0,0,05/04/2023 7:30,05/04/2023 7:30,41,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankValorFactura4_24,490939,Rescind Unpaid - ValorFactura4_24,0,0,0,05/04/2023 7:30,05/04/2023 7:30,6,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaEsencialIndx,490940,Rescind Unpaid - Vida Esencial Indx,0,0,0,05/04/2023 7:30,05/04/2023 7:30,5,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankGAPAutopartesTMK,490932,Rescind Unpaid - GAPAutopartesTMK,0,0,0,05/04/2023 7:30,05/04/2023 7:30,6,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPMH,490933,Rescind Unpaid - PMH,0,0,0,05/04/2023 7:30,05/04/2023 7:30,7,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitud,490934,Rescind Unpaid - Plenitud,0,0,0,05/04/2023 7:30,05/04/2023 7:30,8,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitudGeminis,490935,Rescind Unpaid - Plenitud Geminis,0,0,0,05/04/2023 7:30,05/04/2023 7:30,9,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankBienesPersonalesAnualIndx,490929,Rescind Unpaid - Bienes Personales,0,0,0,05/04/2023 7:30,05/04/2023 7:30,10,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankCuidadosEsencial,490930,Rescind Unpaid - CuidadosEsencial,0,0,0,05/04/2023 7:30,05/04/2023 7:30,9,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankGAPAutopartesSucursales,490931,Rescind Unpaid - GAPAutopartesSucursales,0,0,0,05/04/2023 7:30,05/04/2023 7:30,9,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitudGeminisMH,490928,Rescind Not Paid - Plenitud GeminisMH,0,0,0,05/04/2023 7:00,05/04/2023 7:00,9,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankVidaPlusIndx,490923,Rescind Not Paid - Vida Plus Indx,0,0,0,05/04/2023 7:00,05/04/2023 7:00,11,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankProteccionFinanciera,490924,Rescind Not Paid - ProteccionFinanciera,0,0,0,05/04/2023 7:00,05/04/2023 7:00,11,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPMH,490925,Rescind Not Paid - PMH,0,0,0,05/04/2023 7:00,05/04/2023 7:00,9,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankCuidadosEsencial,490926,Rescind Not Paid - CuidadosEsencial,0,0,0,05/04/2023 7:00,05/04/2023 7:00,11,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitudGeminis,490927,Rescind Not Paid - Plenitud Geminis,0,0,0,05/04/2023 7:00,05/04/2023 7:00,10,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankGAPAutopartesSucursales,490918,Rescind Not Paid - GAPAutopartesSucursales,68,0,130,05/04/2023 7:00,05/04/2023 10:01,10865,0.01,
JOB,Cancel Policy by Payment Expiration,ScotiabankVidaIndx,490919,Rescind Not Paid - Vida Indx,0,0,0,05/04/2023 7:00,05/04/2023 7:00,2,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankValorFactura4_24,490921,Rescind Not Paid - ValorFactura4_24,0,0,0,05/04/2023 7:00,05/04/2023 7:00,12,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankVidaEsencialIndx,490922,Rescind Not Paid - Vida Esencial Indx,0,0,0,05/04/2023 7:00,05/04/2023 7:00,11,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankGAPAutopartesTMK,490915,Rescind Not Paid - GAPAutopartesTMK,27,0,27,05/04/2023 7:00,05/04/2023 7:00,18,1.5,
JOB,Cancel Policy by Payment Expiration,ScotiabankBienesPersonalesAnualIndx,490916,Rescind Not Paid - Bienes Personales,0,0,0,05/04/2023 7:00,05/04/2023 7:00,13,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitud,490917,Rescind Not Paid - Plenitud,0,0,0,05/04/2023 7:00,05/04/2023 7:00,11,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaEsencialIndx,490912,Rescind Unpaid - Vida Esencial Indx,0,0,0,04/04/2023 7:30,04/04/2023 7:30,6,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaPlusIndx,490913,Rescind Unpaid - Vida Plus Indx,0,0,0,04/04/2023 7:30,04/04/2023 7:30,7,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaIndx,490914,Rescind Unpaid - Vida Indx,0,0,0,04/04/2023 7:30,04/04/2023 7:30,6,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitud,490906,Rescind Unpaid - Plenitud,0,0,0,04/04/2023 7:30,04/04/2023 7:30,8,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitudGeminis,490907,Rescind Unpaid - Plenitud Geminis,0,0,0,04/04/2023 7:30,04/04/2023 7:30,8,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitudGeminisMH,490908,Rescind Unpaid - Plenitud GeminisMH,0,0,0,04/04/2023 7:30,04/04/2023 7:30,12,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankProteccionFinanciera,490909,Rescind Unpaid - ProteccionFinanciera,0,0,0,04/04/2023 7:30,04/04/2023 7:30,13,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankSalud,490910,Rescind Unpaid - Salud,0,0,0,04/04/2023 7:30,04/04/2023 7:30,44,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankValorFactura4_24,490911,Rescind Unpaid - ValorFactura4_24,0,0,0,04/04/2023 7:30,04/04/2023 7:30,13,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankBienesPersonalesAnualIndx,490901,Rescind Unpaid - Bienes Personales,0,0,0,04/04/2023 7:30,04/04/2023 7:30,9,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankCuidadosEsencial,490902,Rescind Unpaid - CuidadosEsencial,0,0,0,04/04/2023 7:30,04/04/2023 7:30,8,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankGAPAutopartesSucursales,490903,Rescind Unpaid - GAPAutopartesSucursales,0,0,0,04/04/2023 7:30,04/04/2023 7:30,9,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankGAPAutopartesTMK,490904,Rescind Unpaid - GAPAutopartesTMK,0,0,0,04/04/2023 7:30,04/04/2023 7:30,14,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPMH,490905,Rescind Unpaid - PMH,0,0,0,04/04/2023 7:30,04/04/2023 7:30,14,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankVidaPlusIndx,490045,Rescind Not Paid - Vida Plus Indx,0,0,0,04/04/2023 7:00,04/04/2023 7:00,12,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankProteccionFinanciera,490046,Rescind Not Paid - ProteccionFinanciera,0,0,0,04/04/2023 7:00,04/04/2023 7:00,13,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankValorFactura4_24,490047,Rescind Not Paid - ValorFactura4_24,0,0,0,04/04/2023 7:00,04/04/2023 7:00,12,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankVidaIndx,490048,Rescind Not Paid - Vida Indx,0,0,0,04/04/2023 7:00,04/04/2023 7:00,3,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankVidaEsencialIndx,490049,Rescind Not Paid - Vida Esencial Indx,0,0,0,04/04/2023 7:00,04/04/2023 7:00,12,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankGAPAutopartesTMK,490044,Rescind Not Paid - GAPAutopartesTMK,27,0,27,04/04/2023 7:00,04/04/2023 7:00,18,1.5,
JOB,Cancel Policy by Payment Expiration,ScotiabankPMH,490040,Rescind Not Paid - PMH,0,0,0,04/04/2023 7:00,04/04/2023 7:00,12,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitud,490041,Rescind Not Paid - Plenitud,0,0,0,04/04/2023 7:00,04/04/2023 7:00,12,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitudGeminis,490042,Rescind Not Paid - Plenitud Geminis,0,0,0,04/04/2023 7:00,04/04/2023 7:00,12,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankPlenitudGeminisMH,490043,Rescind Not Paid - Plenitud GeminisMH,0,0,0,04/04/2023 7:00,04/04/2023 7:00,12,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankGAPAutopartesSucursales,490038,Rescind Not Paid - GAPAutopartesSucursales,68,0,130,04/04/2023 7:00,04/04/2023 10:01,10863,0.01,
JOB,Cancel Policy by Payment Expiration,ScotiabankCuidadosEsencial,490037,Rescind Not Paid - CuidadosEsencial,0,0,0,04/04/2023 7:00,04/04/2023 7:00,14,0,
JOB,Cancel Policy by Payment Expiration,ScotiabankBienesPersonalesAnualIndx,490039,Rescind Not Paid - Bienes Personales,0,0,0,04/04/2023 7:00,04/04/2023 7:00,14,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankCuidadosEsencial,490034,Rescind Unpaid - CuidadosEsencial,0,0,0,03/04/2023 7:30,03/04/2023 7:30,5,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPMH,490035,Rescind Unpaid - PMH,0,0,0,03/04/2023 7:30,03/04/2023 7:30,5,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankPlenitudGeminis,490036,Rescind Unpaid - Plenitud Geminis,0,0,0,03/04/2023 7:30,03/04/2023 7:30,9,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankProteccionFinanciera,490028,Rescind Unpaid - ProteccionFinanciera,0,0,0,03/04/2023 7:30,03/04/2023 7:30,7,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankSalud,490029,Rescind Unpaid - Salud,0,0,0,03/04/2023 7:30,03/04/2023 7:30,51,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankValorFactura4_24,490030,Rescind Unpaid - ValorFactura4_24,0,0,0,03/04/2023 7:30,03/04/2023 7:30,6,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaEsencialIndx,490031,Rescind Unpaid - Vida Esencial Indx,0,0,0,03/04/2023 7:30,03/04/2023 7:30,10,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaPlusIndx,490032,Rescind Unpaid - Vida Plus Indx,0,0,0,03/04/2023 7:30,03/04/2023 7:30,7,0,
JOB,Rescind Policy with Unpaid or Canceled Premium,ScotiabankVidaIndx,490033,Rescind Unpaid - Vida Indx,0,0,0,03/04/2023 7:30,03/04/2023 7:30,6,0,
