PROCESO,JOB_TYPE,PRODUTO,PROCESS_ID,JOB_NAME,QTD_OK,HORA_INICIO,HORA_FIM,DURATION_IN_SEC,POLICY_PER_SEC
JOB,Start Payment Loader,,519922,Start Payment Loader,0,9/28/2022 0:00,9/28/2022 0:04,261,0
JOB,Accounting Entry By Period,,484877,362 - Cobranza - SinFecha,42,7/8/2022 11:47,7/8/2022 11:48,56,0.75
JOB,Accounting Entry By Period,,471855,DAA1A Accounting,72,6/7/2022 9:06,6/7/2022 9:07,100,0.72
JOB,Standard Output Payment,,554948,Output table New,9021,12/14/2022 23:00,12/14/2022 23:01,100,90.21
JOB,Accounting Entry By Period,,528004,362 - Emisión - SinFecha,531,10/18/2022 13:03,10/18/2022 13:04,40,13.28
JOB,Accounting Entry By Period,,454852,DAA1A Accounting,2070,5/2/2022 11:02,5/2/2022 11:03,93,22.26
JOB,Accounting Entry By Period,,508895,362 - Cobranza - SinFecha,8,8/25/2022 1:15,8/25/2022 1:16,56,0.14
JOB,Accounting Entry By Period,,411917,362 - Emisión - SinFecha,893,1/12/2022 13:46,1/12/2022 13:47,88,10.15
JOB,Accounting Entry By Period,,542904,362 - Cobranza - SinFecha,6,11/14/2022 23:53,11/14/2022 23:53,23,0.26
JOB,Collector Invoicing,,496855,Billing Payment Card Scotiabank,34,8/2/2022 10:03,8/2/2022 10:40,2224,0.02
JOB,Accounting Entry By Period,,547908,DAA1A Accounting,606,11/22/2022 17:13,11/22/2022 17:17,245,2.47
JOB,Accounting Entry By Period,,446854,DAA1A Accounting,864,4/7/2022 12:45,4/7/2022 12:46,69,12.52
JOB,Standard Output Payment,,537939,Output table New,684199,11/7/2022 2:00,11/7/2022 3:32,5531,123.7
JOB,Accounting Entry By Period,,408881,DAA1A Accounting,62928,1/3/2022 10:51,1/3/2022 10:53,113,556.88
JOB,Accounting Entry By Period,,476916,362 - Emisión - SinFecha,612,6/16/2022 17:02,6/16/2022 17:04,112,5.46
JOB,Accounting Entry By Period,,436859,DAA1A Accounting,1080,3/22/2022 9:24,3/22/2022 9:24,13,83.08
JOB,Accounting Entry By Period,,515939,362 - Cobranza - SinFecha,110,9/14/2022 10:59,9/14/2022 11:00,23,4.78
JOB,Accounting Entry By Period,,467905,362 - Cobranza - SinFecha,266,5/30/2022 21:11,5/30/2022 21:11,27,9.85
JOB,Accounting Entry By Period,,476877,DAA1A Accounting,1440,6/15/2022 11:19,6/15/2022 11:21,81,17.78
JOB,Collector Invoicing,,414864,Billing Bank Account Scotiabank,271,1/21/2022 9:04,1/21/2022 9:12,494,0.55
JOB,Accounting Entry By Period,,485878,362 - Cobranza - SinFecha,24,7/13/2022 13:41,7/13/2022 13:41,41,0.59
JOB,Accounting Entry By Period,,557911,362 - Emisión Reaseguro Cedido Scotiabank- SinFecha,0,12/19/2022 10:45,12/19/2022 10:45,27,0
JOB,Standard Output Payment,,414855,Output table,4474,1/20/2022 19:06,1/20/2022 19:10,242,18.49
JOB,Screening Adam,,513932,Sreening ADAM,4606227,9/8/2022 6:00,9/8/2022 8:37,9425,488.72
JOB,Start Payment Loader,,479868,Start Payment Loader,0,6/24/2022 0:00,6/24/2022 0:08,492,0
JOB,Accounting Entry By Period,,457857,DAA1A Accounting,2336,5/9/2022 12:32,5/9/2022 12:33,80,29.2
JOB,Start Payment Loader,,480920,Start Payment Loader,0,6/29/2022 0:00,6/29/2022 0:08,485,0
JOB,Standard Output Payment,,502851,Output table New,13678,8/10/2022 2:00,8/10/2022 2:00,45,303.96
JOB,Collector Invoicing,ScotiabankSalud,511935,Billing Payment Card Scotiabank,1,9/1/2022 18:34,9/1/2022 21:34,10803,0
JOB,Accounting Entry By Period,,430858,362 - Cobranza - SinFecha,98,3/8/2022 7:44,3/8/2022 7:44,20,4.9
JOB,Standard Output Payment,,560902,Output table New,9214,12/23/2022 23:00,12/23/2022 23:01,110,83.76
JOB,Accounting Entry By Period,,450887,DBA1A Accounting,0,4/21/2022 11:19,4/21/2022 11:20,24,0
JOB,Start Payment Loader,,522102,Start Payment Loader,0,10/6/2022 7:37,10/6/2022 7:39,168,0
JOB,Standard Output Payment,,479869,Output table New,23526,6/24/2022 2:00,6/24/2022 2:03,229,102.73
JOB,Screening Adam,,469878,Sreening ADAM,6952584,6/4/2022 6:00,6/4/2022 9:06,11203,620.6
JOB,Start Payment Loader,,514914,Start Payment Loader,1,9/12/2022 0:00,9/12/2022 0:05,331,0
JOB,Accounting Entry By Period,,508881,362 - Cobranza - SinFecha,8,8/24/2022 23:22,8/24/2022 23:23,57,0.14
JOB,Accounting Entry By Period,,508880,362 - Cobranza - SinFecha,8,8/24/2022 22:13,8/24/2022 22:14,53,0.15
JOB,Accounting Entry By Period,,418872,362 - Emisión - SinFecha,8,2/9/2022 15:51,2/9/2022 17:23,5477,0
JOB,Accounting Entry By Period,,562913,362 - Cobranza - SinFecha,24,12/29/2022 15:42,12/29/2022 15:42,25,0.96
JOB,Accounting Entry By Period,,496858,DAA1A Accounting,1872,8/2/2022 11:35,8/2/2022 11:37,94,19.91
JOB,Collector Invoicing,,441895,Billing Payment Card Scotiabank,21,3/31/2022 8:10,3/31/2022 8:28,1064,0.02
JOB,Accounting Entry By Period,,545906,DAA1A Accounting,203396,11/18/2022 11:33,11/18/2022 11:45,730,278.62
JOB,Accounting Entry By Period,,482871,DAA1A Accounting,360,7/5/2022 11:01,7/5/2022 11:03,90,4
JOB,Accounting Entry By Period,,552975,362 - Cobranza - SinFecha,8,12/4/2022 17:57,12/4/2022 17:58,46,0.17
JOB,Accounting Entry By Period,,554942,362 - Emisión - SinFecha,32913,12/14/2022 11:40,12/14/2022 11:44,272,121
JOB,Accounting Entry By Period,,438868,362 - Emisión - SinFecha,115,3/24/2022 13:30,3/24/2022 13:31,69,1.67
JOB,Accounting Entry By Period,,451867,362 - Emisión - SinFecha,0,4/25/2022 7:51,4/25/2022 7:53,80,0
JOB,Accounting Entry By Period,,433870,362 - Emisión - SinFecha,4,3/16/2022 16:26,3/16/2022 16:27,98,0.04
JOB,Collector Invoicing,ScotiabankSalud,537920,Billing Payment Card Scotiabank,51,11/3/2022 11:59,11/3/2022 12:05,370,0.14
JOB,Standard Output Payment,,474904,Output table New,4226,6/10/2022 22:25,6/10/2022 22:31,352,12.01
JOB,Accounting Entry By Period,,559920,362 - Cobranza - SinFecha,10,12/22/2022 11:51,12/22/2022 11:52,27,0.37
JOB,Accounting Entry By Period,,543937,362 - Emisión - SinFecha,1240,11/17/2022 14:36,11/17/2022 14:38,146,8.49
JOB,Accounting Entry By Period,,541905,DAA1A Accounting,7318,11/14/2022 15:21,11/14/2022 15:22,80,91.48
JOB,Collector Invoicing,,410903,Billing Payment Card Scotiabank,29,1/6/2022 8:05,1/6/2022 8:18,782,0.04
JOB,Collector Invoicing,,476964,Billing Bank Account Scotiabank,4896,6/17/2022 11:57,6/17/2022 12:27,1761,2.78
JOB,Standard Output Payment,,414858,Output table,37909,1/21/2022 6:41,1/21/2022 6:44,209,181.38
JOB,Collector Invoicing,,482897,Billing Bank Account Scotiabank,3914,7/7/2022 10:07,7/7/2022 10:42,2082,1.88
JOB,Accounting Entry By Period,,468001,DAA1A Accounting,4566,5/31/2022 22:24,5/31/2022 22:26,107,42.67
JOB,Accounting Entry By Period,,442858,362 - Emisión - SinFecha,105,4/1/2022 9:26,4/1/2022 9:27,108,0.97
JOB,Accounting Entry By Period,,473856,362 - Emisión - SinFecha,456,6/10/2022 12:35,6/10/2022 12:37,125,3.65
JOB,Accounting Entry By Period,,447853,DAA1A Accounting,62424,4/12/2022 11:37,4/12/2022 11:40,163,382.97
JOB,Screening Adam,,530951,Sreening ADAM,4542217,10/22/2022 6:00,10/22/2022 6:14,838,5420.31
JOB,Collector Invoicing,,446922,Billing Payment Card Scotiabank,121,4/11/2022 1:50,4/11/2022 2:35,2742,0.04
JOB,Collector Invoicing,,503867,Billing Payment Card Scotiabank,1,8/11/2022 15:03,8/11/2022 15:19,924,0
JOB,Collector Invoicing,ScotiabankSalud,543930,Billing Payment Card Scotiabank,15,11/17/2022 9:26,11/17/2022 9:28,134,0.11
JOB,Screening Adam,,480905,Sreening ADAM,7193122,6/28/2022 6:00,6/28/2022 9:39,13157,546.71
JOB,Collector Invoicing,,446856,Billing Payment Card Scotiabank,1,4/7/2022 12:51,4/7/2022 13:17,1549,0
JOB,Accounting Entry By Period,,452866,DBA1A Accounting,1476,4/27/2022 11:58,4/27/2022 11:59,45,32.8
JOB,Start Payment Loader,,485866,Start Payment Loader,0,7/13/2022 0:00,7/13/2022 0:09,574,0
JOB,Accounting Entry By Period,,552907,DAA1A Accounting,40725,12/2/2022 11:02,12/2/2022 11:10,476,85.56
JOB,Accounting Entry By Period,,517902,DAA1A Accounting,0,9/21/2022 9:27,9/21/2022 9:29,114,0
JOB,Accounting Entry By Period,,516927,362 - Emisión - SinFecha,6,9/19/2022 15:42,9/19/2022 15:44,87,0.07
JOB,Accounting Entry By Period,,525907,DAA1A Accounting,13056,10/13/2022 10:46,10/13/2022 10:49,149,87.62
JOB,Screening Adam,,417867,Sreening ADAM,4903457,2/5/2022 6:00,2/5/2022 6:55,3300,1485.9
JOB,Accounting Entry By Period,,441874,362 - Cobranza - SinFecha,16,3/29/2022 22:33,3/29/2022 22:34,22,0.73
JOB,Standard Output Payment,,474971,Output table New,111967,6/12/2022 16:52,6/12/2022 16:54,149,751.46
JOB,Accounting Entry By Period,,485893,362 - Emisión - SinFecha,16,7/14/2022 14:03,7/14/2022 14:06,135,0.12
JOB,Accounting Entry By Period,,503943,362 - Emisión - SinFecha,114,8/15/2022 22:07,8/15/2022 22:08,64,1.78
JOB,Accounting Entry By Period,,528073,DAA1A Accounting,93244,10/20/2022 10:56,10/20/2022 11:01,326,286.02
JOB,Collector Invoicing,,408886,Billing Payment Card Scotiabank,7,1/3/2022 13:16,1/3/2022 13:24,513,0.01
JOB,Standard Output Payment,,417870,Output table,1138,2/7/2022 17:10,2/7/2022 17:12,143,7.96
JOB,Accounting Entry By Period,,538951,DAA1A Accounting,0,11/8/2022 17:03,11/8/2022 17:04,45,0
JOB,Accounting Entry By Period,,425871,362 - Cobranza - SinFecha,12,2/22/2022 23:41,2/22/2022 23:41,19,0.63
JOB,Collector Invoicing,,414861,Billing Bank Account Scotiabank,2236,1/21/2022 8:41,1/21/2022 8:54,773,2.89
JOB,Collector Invoicing,,482853,Billing Payment Card Scotiabank,140,7/4/2022 11:11,7/4/2022 12:14,3785,0.04
JOB,Start Payment Loader,,554941,Start Payment Loader,0,12/14/2022 0:00,12/14/2022 0:18,1122,0
JOB,Accounting Entry By Period,,545903,362 - Cobranza - SinFecha,48750,11/18/2022 9:27,11/18/2022 9:32,312,156.25
JOB,Accounting Entry By Period,,413873,DAA1A Accounting,70338,1/20/2022 8:56,1/20/2022 8:58,107,657.36
JOB,Accounting Entry By Period,,441879,DAA1A Accounting,63786,3/30/2022 9:52,3/30/2022 9:55,172,370.85
JOB,Accounting Entry By Period,,557934,362 - Cobranza - SinFecha,8,12/20/2022 15:04,12/20/2022 15:04,26,0.31
JOB,Accounting Entry By Period,,553967,362 - Cobranza - SinFecha,8,12/5/2022 10:19,12/5/2022 10:19,26,0.31
JOB,Accounting Entry By Period,,556909,362 - Cobranza - SinFecha,266,12/16/2022 12:08,12/16/2022 12:08,28,9.5
JOB,Accounting Entry By Period,,472868,362 - Cobranza - SinFecha,46,6/9/2022 8:42,6/9/2022 8:43,31,1.48
JOB,Standard Output Payment,,561950,Output table New,12499,12/28/2022 23:00,12/28/2022 23:02,134,93.28
JOB,Accounting Entry By Period,,542907,362 - Cobranza - SinFecha,98,11/15/2022 0:20,11/15/2022 0:21,31,3.16
JOB,Accounting Entry By Period,,408884,DAA1A Accounting,41034,1/3/2022 13:11,1/3/2022 13:12,82,500.41
JOB,Accounting Entry By Period,,538914,362 - Emisión - SinFecha,5,11/7/2022 21:45,11/7/2022 21:46,75,0.07
JOB,Standard Output Payment,,432855,Output table,10566,3/11/2022 16:29,3/11/2022 16:36,417,25.34
JOB,Accounting Entry By Period,,416876,DAA1A Accounting,2070,2/1/2022 23:10,2/1/2022 23:10,17,121.76
JOB,Accounting Entry By Period,,457877,DAA1A Accounting,144,5/11/2022 11:48,5/11/2022 11:49,113,1.27
JOB,Accounting Entry By Period,,431865,362 - Cobranza - SinFecha,1772,3/10/2022 11:54,3/10/2022 11:55,46,38.52
JOB,Accounting Entry By Period,,482857,DAA1A Accounting,5400,7/4/2022 12:36,7/4/2022 12:37,95,56.84
JOB,Accounting Entry By Period,,450872,362 - Emisión - SinFecha,456,4/21/2022 7:56,4/21/2022 7:58,112,4.07
JOB,Collector Invoicing,ScotiabankSalud,561914,Billing Bank Account Scotiabank,1,12/27/2022 10:08,12/27/2022 10:09,72,0.01
JOB,Collector Invoicing,ScotiabankSalud,517906,Billing Bank Account Scotiabank,192,9/21/2022 11:00,9/21/2022 11:01,77,2.49
JOB,Standard Output Payment,,474920,Output table New,1226,6/11/2022 19:02,6/11/2022 19:02,15,81.73
JOB,Accounting Entry By Period,,476958,DAA1A Accounting,13296,6/17/2022 10:23,6/17/2022 10:25,157,84.69
JOB,Collector Invoicing,,480927,Billing Bank Account Scotiabank,3493,6/29/2022 11:44,6/29/2022 12:17,1937,1.8
JOB,Accounting Entry By Period,,511904,DAA1A Accounting,5452,8/31/2022 10:31,8/31/2022 10:33,125,43.62
JOB,Screening Adam,,519933,Sreening ADAM,5066815,9/29/2022 6:00,9/29/2022 6:13,780,6495.92
JOB,Accounting Entry By Period,,452897,362 - Emisión - SinFecha,1170,4/28/2022 20:51,4/28/2022 20:53,90,13
JOB,Start Payment Loader,,521901,Start Payment Loader,0,10/3/2022 0:00,10/3/2022 0:09,576,0
JOB,Accounting Entry By Period,,416865,DAA1A Accounting,66648,2/1/2022 11:01,2/1/2022 11:03,156,427.23
JOB,Accounting Entry By Period,,447863,DAA1A Accounting,4221,4/12/2022 18:37,4/12/2022 18:38,87,48.52
JOB,Start Payment Loader,,481902,Start Payment Loader,0,7/4/2022 0:00,7/4/2022 0:08,503,0
JOB,Accounting Entry By Period,,537931,362 - Cobranza - SinFecha,20,11/3/2022 14:41,11/3/2022 14:41,22,0.91
JOB,Accounting Entry By Period,,484869,362 - Cobranza - SinFecha,0,7/8/2022 11:07,7/8/2022 11:08,48,0
JOB,Start Payment Loader,,536911,Start Payment Loader,0,11/2/2022 0:00,11/2/2022 0:09,536,0
JOB,Accounting Entry By Period,,558912,362 - Emisión Reaseguro Cedido Scotiabank- SinFecha,0,12/21/2022 12:24,12/21/2022 12:24,22,0
JOB,Collector Invoicing,,426872,Billing Bank Account Scotiabank,25873,3/1/2022 10:03,3/1/2022 11:16,4363,5.93
JOB,Accounting Entry By Period,,537908,362 - Cobranza - SinFecha,12,11/2/2022 22:49,11/2/2022 22:49,35,0.34
JOB,Accounting Entry By Period,,547007,362 - Emisión - SinFecha,2588,11/24/2022 14:46,11/24/2022 14:49,154,16.81
JOB,Accounting Entry By Period,,446905,DAA1A Accounting,0,4/8/2022 13:03,4/8/2022 13:05,96,0
JOB,Accounting Entry By Period,,430851,362 - Emisión - SinFecha,972,3/7/2022 20:52,3/7/2022 20:53,78,12.46
JOB,Accounting Entry By Period,,553966,362 - Cobranza - SinFecha,8,12/5/2022 10:03,12/5/2022 10:04,35,0.23
JOB,Standard Output Payment,,543912,Output table Manual por periodo,34537,11/16/2022 12:58,11/16/2022 13:03,310,111.41
JOB,Accounting Entry By Period,,485863,DAA1A Accounting,4536,7/12/2022 10:12,7/12/2022 10:13,94,48.26
JOB,Accounting Entry By Period,,427865,362 - Emisión - SinFecha,8,3/2/2022 20:03,3/2/2022 20:04,99,0.08
JOB,Accounting Entry By Period,,499863,362 - Emisión - SinFecha,12,8/4/2022 14:02,8/4/2022 14:04,129,0.09
JOB,Accounting Entry By Period,,478856,362 - Emisión - SinFecha,65,6/20/2022 16:14,6/20/2022 16:16,82,0.79
JOB,Accounting Entry By Period,,445887,DAA1A Accounting,1800,4/7/2022 7:41,4/7/2022 7:43,102,17.65
JOB,Accounting Entry By Period,,487898,362 - Emisión Reaseguro Cedido Scotiabank- SinFecha,304,7/20/2022 14:43,7/20/2022 14:43,24,12.67
JOB,Standard Output Payment,,487866,Output table New,15791,7/19/2022 2:00,7/19/2022 2:00,55,287.11
JOB,Start Payment Loader,,513946,Start Payment Loader,0,9/9/2022 0:00,9/9/2022 0:04,267,0
JOB,Standard Output Payment,,473863,Output table New,2,6/10/2022 19:01,6/10/2022 19:03,151,0.01
JOB,Accounting Entry By Period,,453880,DBA1A Accounting,1932,4/29/2022 14:33,4/29/2022 14:34,24,80.5
JOB,Accounting Entry By Period,,476952,362 - Emisión Reaseguro Cedido Scotiabank- SinFecha,0,6/17/2022 8:14,6/17/2022 8:15,15,0
JOB,Collector Invoicing,ScotiabankSalud,561915,Billing Bank Account Scotiabank,1,12/27/2022 10:28,12/27/2022 10:29,82,0.01
JOB,Accounting Entry By Period,,469857,DAA1A Accounting,360,6/2/2022 10:59,6/2/2022 11:01,118,3.05
JOB,Accounting Entry By Period,,430853,DAA1A Accounting,576,3/7/2022 23:54,3/7/2022 23:54,12,48
JOB,Start Payment Loader,,487882,Start Payment Loader,0,7/20/2022 0:00,7/20/2022 0:06,374,0
JOB,Accounting Entry By Period,,450883,362 - Cobranza - SinFecha,42,4/21/2022 11:15,4/21/2022 11:16,24,1.75
JOB,Collector Invoicing,,440861,Billing Payment Card Scotiabank,8,3/28/2022 12:17,3/28/2022 12:37,1185,0.01
JOB,Screening Adam,,457858,Sreening ADAM,7124464,5/9/2022 15:54,5/9/2022 19:54,14374,495.65
JOB,Standard Output Payment,,510939,Output table New,8510,8/31/2022 2:00,8/31/2022 2:00,21,405.24
JOB,Collector Invoicing,,417866,Billing Payment Card Scotiabank,1,2/4/2022 13:11,2/4/2022 13:20,548,0
JOB,Accounting Entry By Period,,472880,362 - Cobranza - SinFecha,56,6/9/2022 16:08,6/9/2022 16:08,19,2.95
JOB,Collector Invoicing,,480938,Billing Bank Account Scotiabank,5587,6/30/2022 9:31,6/30/2022 10:06,2083,2.68
JOB,Accounting Entry By Period,,415872,362 - Cobranza - SinFecha,0,1/25/2022 15:51,1/25/2022 15:51,18,0
JOB,Accounting Entry By Period,,426880,DAA1A Accounting,52896,3/1/2022 12:02,3/1/2022 12:04,107,494.36
JOB,Accounting Entry By Period,,444853,362 - Cobranza - SinFecha,266,4/4/2022 12:15,4/4/2022 12:15,20,13.3
JOB,Accounting Entry By Period,,427905,362 - Emisión - SinFecha,0,3/4/2022 13:13,3/4/2022 13:14,98,0
JOB,Standard Output Payment,,543916,Output table Manual por periodo,16859,11/16/2022 13:45,11/16/2022 13:47,148,113.91
JOB,Standard Output Payment,,528902,Output table New,5000,10/18/2022 2:00,10/18/2022 2:00,53,94.34
JOB,Standard Output Payment,,484888,Output table New,12676,7/11/2022 2:00,7/11/2022 2:01,90,140.84
JOB,Accounting Entry By Period,,415862,DAA1A Accounting,612,1/24/2022 9:29,1/24/2022 9:29,9,68
JOB,Accounting Entry By Period,,553901,362 - Cobranza - SinFecha,8,12/4/2022 23:25,12/4/2022 23:26,36,0.22
JOB,Accounting Entry By Period,,557933,362 - Cobranza - SinFecha,8,12/20/2022 14:47,12/20/2022 14:47,25,0.32
JOB,Accounting Entry By Period,,481851,362 - Emisión - SinFecha,4,7/1/2022 7:49,7/1/2022 7:50,85,0.05
JOB,Accounting Entry By Period,,508882,362 - Cobranza - SinFecha,8,8/24/2022 23:28,8/24/2022 23:29,57,0.14
JOB,Accounting Entry By Period,,421920,DAA1A Accounting,1440,2/16/2022 9:15,2/16/2022 9:15,16,90
JOB,Collector Invoicing,ScotiabankSalud,508902,Billing Bank Account Scotiabank,2285,8/25/2022 15:48,8/25/2022 15:56,476,4.8
JOB,Accounting Entry By Period,,469867,362 - Emisión - SinFecha,6,6/3/2022 9:02,6/3/2022 9:04,128,0.05
JOB,Accounting Entry By Period,,472882,362 - Emisión - SinFecha,42,6/9/2022 16:54,6/9/2022 16:56,123,0.34
JOB,Standard Output Payment,,474918,Output table New,7619,6/11/2022 18:17,6/11/2022 18:18,45,169.31
JOB,Accounting Entry By Period,,458902,362 - Emisión - SinFecha,1029,5/12/2022 13:52,5/12/2022 13:54,113,9.11
JOB,Accounting Entry By Period,,464865,362 - Cobranza - SinFecha,180,5/24/2022 20:42,5/24/2022 20:42,22,8.18
JOB,Collector Invoicing,,426896,Billing Payment Card Scotiabank,36,3/2/2022 10:04,3/2/2022 10:20,968,0.04
JOB,Accounting Entry By Period,,537930,362 - Cobranza - SinFecha,8,11/3/2022 14:11,11/3/2022 14:12,21,0.38
JOB,Accounting Entry By Period,,431874,362 - Emisión - SinFecha,6,3/10/2022 17:36,3/10/2022 17:37,75,0.08
JOB,Standard Output Payment,,500859,Output table New,48735,8/5/2022 18:51,8/5/2022 18:54,156,312.4
JOB,Start Payment Loader,,504851,Start Payment Loader,0,8/12/2022 0:00,8/12/2022 0:16,1015,0
JOB,Collector Invoicing,ScotiabankSalud,539906,Billing Bank Account Scotiabank,1,11/9/2022 18:21,11/9/2022 18:22,96,0.01
JOB,Collector Invoicing,ScotiabankSalud,508875,Billing Bank Account Scotiabank,2374,8/24/2022 16:46,8/24/2022 16:52,404,5.88
JOB,Accounting Entry By Period,,484854,362 - Cobranza - SinFecha,1820,7/8/2022 8:24,7/8/2022 8:25,48,37.92
JOB,Accounting Entry By Period,,416894,DAA1A Accounting,2016,2/3/2022 9:58,2/3/2022 9:59,26,77.54
JOB,Collector Invoicing,ScotiabankSalud,516933,Billing Payment Card Scotiabank,1,9/20/2022 7:35,9/20/2022 7:36,71,0.01
JOB,Accounting Entry By Period,,479872,DAA1A Accounting,4640,6/24/2022 14:38,6/24/2022 14:39,98,47.35
JOB,Standard Output Payment,,427896,Output table,5452,3/3/2022 10:52,3/3/2022 11:00,476,11.45
JOB,Accounting Entry By Period,,496862,362 - Cobranza - SinFecha,24,8/2/2022 12:47,8/2/2022 12:47,20,1.2
JOB,Accounting Entry By Period,,495871,362 - Emisión - SinFecha,35,8/1/2022 14:27,8/1/2022 14:29,91,0.38
JOB,Accounting Entry By Period,,453853,DBA1A Accounting,0,4/29/2022 10:20,4/29/2022 10:21,41,0
JOB,Accounting Entry By Period,,419868,362 - Emisión - SinFecha,240,2/11/2022 11:47,2/11/2022 11:48,84,2.86
JOB,Accounting Entry By Period,,425893,362 - Cobranza - SinFecha,266,2/24/2022 12:24,2/24/2022 12:25,33,8.06
JOB,Accounting Entry By Period,,528062,362 - Cobranza - SinFecha,8,10/20/2022 0:18,10/20/2022 0:19,76,0.11
JOB,Screening Adam,,482865,Sreening ADAM,7068633,7/5/2022 6:00,7/5/2022 9:21,12088,584.76
JOB,Screening Adam,,416852,Sreening ADAM,5023415,1/29/2022 6:00,1/29/2022 6:48,2939,1709.23
JOB,Standard Output Payment,,432858,Output table,99500,3/11/2022 16:45,3/11/2022 16:48,158,629.75
JOB,Standard Output Payment,,476955,Output table New,13334,6/17/2022 8:54,6/17/2022 8:58,260,51.28
JOB,Accounting Entry By Period,,430859,DAA1A Accounting,3168,3/8/2022 7:51,3/8/2022 7:52,24,132
JOB,Accounting Entry By Period,,416855,362 - Cobranza - SinFecha,84,1/31/2022 12:42,1/31/2022 12:42,18,4.67
JOB,Accounting Entry By Period,,451855,362 - Emisión - SinFecha,48,4/22/2022 10:49,4/22/2022 10:51,108,0.44
JOB,Accounting Entry By Period,,447859,362 - Emisión - SinFecha,8,4/12/2022 13:14,4/12/2022 13:15,69,0.12
JOB,Accounting Entry By Period,,515947,DAA1A Accounting,9720,9/14/2022 19:41,9/14/2022 19:44,183,53.11
JOB,Accounting Entry By Period,,412886,DAA1A Accounting,63936,1/19/2022 9:02,1/19/2022 9:04,104,614.77
JOB,Accounting Entry By Period,,553992,362 - Emisión - SinFecha,791,12/6/2022 11:44,12/6/2022 11:46,149,5.31
JOB,Accounting Entry By Period,,547906,362 - Emisión - SinFecha,7626,11/22/2022 16:16,11/22/2022 16:20,220,34.66
JOB,Accounting Entry By Period,,517921,DAA1A Accounting,8865,9/22/2022 14:26,9/22/2022 14:28,129,68.72
JOB,Accounting Entry By Period,,522005,362 - Cobranza - SinFecha,20,10/4/2022 11:11,10/4/2022 11:11,26,0.77
JOB,Accounting Entry By Period,,508884,362 - Cobranza - SinFecha,8,8/24/2022 23:42,8/24/2022 23:43,59,0.14
JOB,Accounting Entry By Period,,487855,DAA1A Accounting,576,7/18/2022 9:46,7/18/2022 9:47,88,6.55
JOB,Standard Output Payment,,524924,Output table New,7954,10/12/2022 2:00,10/12/2022 2:00,35,227.26
JOB,Accounting Entry By Period,,557942,362 - Emisión Reaseguro Cedido Scotiabank- SinFecha,152,12/20/2022 16:00,12/20/2022 16:00,29,5.24
JOB,Collector Invoicing,,445875,Billing Bank Account Scotiabank,1,4/6/2022 4:25,4/6/2022 5:09,2649,0
JOB,Collector Invoicing,,411903,Billing Payment Card Scotiabank,27,1/11/2022 12:56,1/11/2022 13:07,662,0.04
JOB,Accounting Entry By Period,,491854,DBB1A Accounting,0,7/25/2022 10:56,7/25/2022 10:56,2,0
JOB,Accounting Entry By Period,,450876,362 - Emisión - SinFecha,228,4/21/2022 8:28,4/21/2022 8:30,109,2.09
JOB,Accounting Entry By Period,,506865,DAA1A Accounting,1440,8/18/2022 8:28,8/18/2022 8:29,117,12.31
JOB,Accounting Entry By Period,,457865,362 - Emisión - SinFecha,1170,5/10/2022 10:11,5/10/2022 10:12,80,14.63
JOB,Accounting Entry By Period,,451886,362 - Cobranza - SinFecha,150,4/25/2022 23:24,4/25/2022 23:24,21,7.14
JOB,Accounting Entry By Period,,487894,DAA1A Accounting,0,7/20/2022 12:06,7/20/2022 12:08,113,0
JOB,Collector Invoicing,ScotiabankSalud,508859,Billing Payment Card Scotiabank,28,8/23/2022 13:29,8/23/2022 13:37,467,0.06
JOB,Standard Output Payment,,486857,Output table Manual por periodo,4278887,7/15/2022 15:41,7/15/2022 17:47,7530,568.25
JOB,Accounting Entry By Period,,535904,362 - Devolución - SinFecha,368,10/31/2022 9:48,10/31/2022 9:48,27,13.63
JOB,Collector Invoicing,,415865,Billing Payment Card Scotiabank,113,1/24/2022 10:09,1/24/2022 10:36,1622,0.07
JOB,Accounting Entry By Period,,491851,362 - Emisión - SinFecha,2340,7/25/2022 10:07,7/25/2022 10:09,98,23.88
JOB,Collector Invoicing,ScotiabankSalud,561912,Billing Bank Account Scotiabank,1,12/27/2022 9:20,12/27/2022 9:22,104,0.01
JOB,Accounting Entry By Period,,517904,362 - Emisión - SinFecha,738,9/21/2022 10:20,9/21/2022 10:21,101,7.31
JOB,Accounting Entry By Period,,532914,362 - Cobranza - SinFecha,10,10/26/2022 15:10,10/26/2022 15:11,60,0.17
JOB,Accounting Entry By Period,,453859,DBA1A Accounting,1476,4/29/2022 10:49,4/29/2022 10:50,42,35.14
JOB,Standard Output Payment,,427889,Output table,426,3/3/2022 10:10,3/3/2022 10:13,165,2.58
JOB,Screening Adam,,521003,Sreening ADAM,3933618,10/1/2022 6:00,10/1/2022 6:10,598,6577.96
JOB,Accounting Entry By Period,,431862,362 - Cobranza - SinFecha,1596,3/10/2022 11:24,3/10/2022 11:25,47,33.96
JOB,Accounting Entry By Period,,455874,362 - Emisión - SinFecha,6,5/5/2022 12:44,5/5/2022 12:46,117,0.05
JOB,Accounting Entry By Period,,508867,362 - Emisión - SinFecha,1008,8/24/2022 9:14,8/24/2022 9:15,61,16.52
JOB,Collector Invoicing,,494858,Billing Bank Account Scotiabank,49,7/29/2022 13:27,7/29/2022 13:45,1040,0.05
